batch_size,eps,fname,norm,steps,trials,acc,robust-acc
1000,0.1,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,linf,40,10,0.7671,0.0003
1000,0.15,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,linf,40,10,0.7671,0.0
1000,1.0,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,l2,40,10,0.7671,0.014
1000,2.0,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,l2,40,10,0.7671,0.0002
1000,0.15,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,linf,100,10,0.7671,0.0
1000,0.1,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,linf,100,10,0.7671,0.0002
1000,0.3,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,linf,100,10,0.7671,0.0
1000,0.2,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,linf,100,10,0.7671,0.0
1000,1.0,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,l2,100,10,0.7671,0.014
1000,2.0,comps_2_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_058,l2,100,10,0.7671,0.0002
1000,0.3,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,1,0.8865,0.0
1000,0.2,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,1,0.8865,0.0
1000,0.15,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,1,0.8865,0.0
1000,0.1,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,1,0.8865,0.001
1000,2.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,40,1,0.8865,0.0002
1000,1.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,40,1,0.8865,0.0338
1000,0.2,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,1,0.8865,0.0
1000,0.1,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,1,0.8865,0.0009
1000,0.15,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,1,0.8865,0.0
1000,0.3,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,1,0.8865,0.0
1000,2.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,100,1,0.8865,0.0002
1000,1.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,100,1,0.8865,0.0331
1000,0.1,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,10,0.8865,0.0008
1000,0.3,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,10,0.8865,0.0
1000,0.15,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,10,0.8865,0.0
1000,0.2,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,40,10,0.8865,0.0
1000,1.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,40,10,0.8865,0.0299
1000,2.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,40,10,0.8865,0.0001
1000,0.15,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,10,0.8865,0.0
1000,0.1,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,10,0.8865,0.0008
1000,0.3,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,10,0.8865,0.0
1000,0.2,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,linf,100,10,0.8865,0.0
1000,2.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,100,10,0.8865,0.0001
1000,1.0,comps_65_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_087,l2,100,10,0.8865,0.0291
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,1,0.7068,0.0839
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,1,0.7068,0.0372
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,1,0.7068,0.1208
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,1,0.7068,0.0634
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,40,1,0.7068,0.1001
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,40,1,0.7068,0.1511
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,1,0.7068,0.0825
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,1,0.7068,0.117
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,1,0.7068,0.035
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,1,0.7068,0.0619
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,100,1,0.7068,0.1515
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,100,1,0.7068,0.103
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,10,0.7068,0.0912
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,10,0.7068,0.0374
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,10,0.7068,0.0088
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,40,10,0.7068,0.0565
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,40,10,0.7068,0.0737
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,40,10,0.7068,0.1247
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,10,0.7068,0.0093
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,10,0.7068,0.036
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,10,0.7068,0.0559
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,linf,100,10,0.7068,0.0908
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,100,10,0.7068,0.0744
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_076,l2,100,10,0.7068,0.1255
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,1,0.7661,0.009
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,1,0.7661,0.0404
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,1,0.7661,0.0
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,1,0.7661,0.1292
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,40,1,0.7661,0.1182
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,40,1,0.7661,0.3443
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,1,0.7661,0.1283
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,1,0.7661,0.0401
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,1,0.7661,0.0088
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,1,0.7661,0.0
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,100,1,0.7661,0.3449
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,100,1,0.7661,0.1183
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,10,0.7661,0.121
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,10,0.7661,0.0051
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,10,0.7661,0.0
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,40,10,0.7661,0.0351
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,40,10,0.7661,0.3371
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,40,10,0.7661,0.1091
1000,0.2,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,10,0.7661,0.0058
1000,0.1,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,10,0.7661,0.1203
1000,0.3,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,10,0.7661,0.0
1000,0.15,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,linf,100,10,0.7661,0.0349
1000,1.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,100,10,0.7661,0.3369
1000,2.0,comps_6_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_096,l2,100,10,0.7661,0.1093
