batch_size,eps,fname,norm,steps,trials,acc,robust-acc
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,40,1,0.8177,0.1518
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,40,1,0.8177,0.0103
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,40,1,0.8177,0.3478
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,40,1,0.8177,0.1331
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,1,0.8177,0.0556
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,1,0.8177,0.0109
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,1,0.8177,0.0
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,1,0.8177,0.1513
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,100,1,0.8177,0.348
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,100,1,0.8177,0.1328
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,40,10,0.8177,0.1468
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,40,10,0.8177,0.0092
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,40,10,0.8177,0.0
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,40,10,0.8177,0.0516
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,40,10,0.8177,0.3444
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,40,10,0.8177,0.1276
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,10,0.8177,0.0517
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,10,0.8177,0.0
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,10,0.8177,0.147
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,linf,100,10,0.8177,0.009
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,100,10,0.8177,0.1277
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_091,l2,100,10,0.8177,0.3439
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,1,0.8765,0.0013
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,1,0.8765,0.0
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,1,0.8765,0.0
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,1,0.8765,0.0
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,40,1,0.8765,0.0003
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,40,1,0.8765,0.051
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,1,0.8765,0.0
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,1,0.8765,0.0
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,1,0.8765,0.0011
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,1,0.8765,0.0
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,100,1,0.8765,0.0509
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,100,1,0.8765,0.0004
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,10,0.8765,0.0009
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,10,0.8765,0.0
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,10,0.8765,0.0
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,40,10,0.8765,0.0
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,40,10,0.8765,0.0469
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,40,10,0.8765,0.0003
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,10,0.8765,0.0
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,10,0.8765,0.0009
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,10,0.8765,0.0
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,linf,100,10,0.8765,0.0
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,100,10,0.8765,0.0002
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_081,l2,100,10,0.8765,0.0469
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,1,0.8674,0.0026
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,1,0.8674,0.0
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,1,0.8674,0.0
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,1,0.8674,0.0
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,40,1,0.8674,0.001
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,40,1,0.8674,0.0465
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,1,0.8674,0.0
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,1,0.8674,0.0024
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,1,0.8674,0.0
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,1,0.8674,0.0
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,100,1,0.8674,0.0467
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,100,1,0.8674,0.0008
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,10,0.8674,0.0022
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,10,0.8674,0.0
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,10,0.8674,0.0
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,40,10,0.8674,0.0
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,40,10,0.8674,0.0006
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,40,10,0.8674,0.0434
1000,eps=0.3,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,10,0.8674,0.0
1000,eps=0.15,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,10,0.8674,0.0
1000,eps=0.2,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,10,0.8674,0.0
1000,eps=0.1,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,linf,100,10,0.8674,0.0024
1000,eps=1.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,100,10,0.8674,0.043
1000,eps=2.0,comps_10_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_099,l2,100,10,0.8674,0.0007
1000,eps=0.1,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,1,0.8836,0.0687
1000,eps=0.15,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,1,0.8836,0.0022
1000,eps=0.3,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,1,0.8836,0.0
1000,eps=0.2,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,1,0.8836,0.0
1000,eps=2.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,40,1,0.8836,0.0361
1000,eps=1.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,40,1,0.8836,0.3014
1000,eps=0.3,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,1,0.8836,0.0
1000,eps=0.2,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,1,0.8836,0.0
1000,eps=0.15,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,1,0.8836,0.0021
1000,eps=0.1,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,1,0.8836,0.0697
1000,eps=2.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,100,1,0.8836,0.0357
1000,eps=1.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,100,1,0.8836,0.3007
1000,eps=0.3,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,10,0.8836,0.0
1000,eps=0.1,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,10,0.8836,0.0645
1000,eps=0.2,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,10,0.8836,0.0
1000,eps=0.15,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,40,10,0.8836,0.0015
1000,eps=1.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,40,10,0.8836,0.295
1000,eps=2.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,40,10,0.8836,0.032
1000,eps=0.1,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,10,0.8836,0.0636
1000,eps=0.2,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,10,0.8836,0.0
1000,eps=0.15,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,10,0.8836,0.0015
1000,eps=0.3,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,linf,100,10,0.8836,0.0
1000,eps=1.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,100,10,0.8836,0.2942
1000,eps=2.0,comps_80_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_071,l2,100,10,0.8836,0.0319
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,1,0.4851,0.0509
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,1,0.4851,0.0153
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,1,0.4851,0.0003
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,1,0.4851,0.1227
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,40,1,0.4851,0.0089
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,40,1,0.4851,0.0716
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,1,0.4851,0.1232
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,1,0.4851,0.0002
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,1,0.4851,0.0156
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,1,0.4851,0.0512
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,100,1,0.4851,0.0698
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,100,1,0.4851,0.0099
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,10,0.4851,0.1142
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,10,0.4851,0.0137
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,10,0.4851,0.0473
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,40,10,0.4851,0.0001
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,40,10,0.4851,0.0023
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,40,10,0.4851,0.0615
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,10,0.4851,0.0001
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,10,0.4851,0.0474
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,10,0.4851,0.0138
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,linf,100,10,0.4851,0.1135
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,100,10,0.4851,0.0599
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_1_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_100,l2,100,10,0.4851,0.0023
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,1,0.8749,0.0254
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,1,0.8749,0.1207
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,1,0.8749,0.0
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,1,0.8749,0.0005
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,l2,40,1,0.8749,0.0899
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,l2,40,1,0.8749,0.3481
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,100,1,0.8749,0.0
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,100,1,0.8749,0.025
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,100,1,0.8749,0.1197
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,100,1,0.8749,0.0005
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,l2,100,1,0.8749,0.3462
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,l2,100,1,0.8749,0.0889
1000,eps=0.2,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,10,0.8749,0.0002
1000,eps=0.15,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,10,0.8749,0.0212
1000,eps=0.3,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,10,0.8749,0.0
1000,eps=0.1,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,linf,40,10,0.8749,0.115
1000,eps=2.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,l2,40,10,0.8749,0.0842
1000,eps=1.0,comps_40_dataset_FMNIST_method_svd_v2_0_normalized1_0_normalized2_0_freezed_1_denses_1_dense-size_128_077,l2,40,10,0.8749,0.3409
